state,rank,phase,component_size,component_period
"12,3,8,13,0,5,10,1,6,11,2,7,12,3,8",92898,1,4848,2
"12,3,8,13,0,5,10,1,6,11,2,7,12,9,4",92898,1,4848,2
"12,3,8,13,0,7,10,1,6,11,2,5,12,3,8",93214,1,12,12
"12,3,8,13,2,5,0,11,4,7,10,13,2,9,12",92898,1,4848,2
"12,3,8,13,2,5,10,1,6,11,0,7,12,3,8",92898,1,4848,2
"12,3,8,13,2,5,10,1,6,11,8,13,4,9,0",92898,1,4848,2
"12,3,8,13,2,7,10,1,4,11,0,5,12,9,6",92898,1,4848,2
"12,3,8,13,2,7,10,1,6,11,0,5,12,3,8",92898,1,4848,2
"12,3,8,13,2,7,10,1,6,11,0,5,12,9,4",92898,1,4848,2
"12,3,8,13,2,9,6,1,10,5,0,11,4,7,12",73616,1,14,14
"12,3,8,13,4,1,6,11,0,7,10,13,2,5,12",92898,1,4848,2
"12,3,8,13,4,1,6,11,2,7,10,13,4,9,0",92898,1,4848,2
"12,3,8,13,4,7,0,11,6,1,10,5,2,9,12",68285,1,14,14
"12,3,8,13,4,7,10,1,6,11,0,5,12,3,8",92898,1,4848,2
"12,3,8,13,4,7,10,1,6,11,2,13,4,9,0",92898,1,4848,2
"12,3,8,13,4,9,0,5,10,1,6,11,2,7,12",92898,1,4848,2
"12,3,8,13,4,9,0,5,10,1,6,13,2,7,12",92898,1,4848,2
"12,3,8,13,10,1,6,11,0,3,8,13,4,9,6",92898,1,4848,2
"12,3,8,13,10,1,6,11,0,5,8,13,2,7,12",92898,1,4848,2
"12,3,8,13,10,1,6,11,2,5,8,13,4,9,0",92898,1,4848,2
"12,3,10,1,4,7,0,5,8,11,2,9,12,3,6",92898,1,4848,2
"12,3,10,1,4,7,0,5,8,13,2,9,12,3,6",92898,1,4848,2
"12,3,10,13,2,7,0,5,8,11,4,9,12,1,6",92898,1,4848,2
"12,3,10,13,2,7,0,5,8,11,4,9,12,3,0",92898,1,4848,2
"12,3,10,13,2,7,0,5,8,11,4,9,12,3,6",92898,1,4848,2
"12,3,10,13,4,7,0,5,8,11,2,9,12,1,6",92898,1,4848,2
"12,3,10,13,4,7,0,5,8,11,2,9,12,3,6",92898,1,4848,2
"12,5,0,3,10,7,2,9,6,13,0,11,4,1,8",92898,1,4848,2
"12,5,0,3,10,7,2,9,12,5,0,11,4,7,2",92898,1,4848,2
"12,5,0,3,10,7,2,9,12,5,0,13,4,7,2",92898,1,4848,2
"12,5,0,3,10,7,2,11,6,13,0,9,4,1,8",92898,1,4848,2
"12,5,0,3,10,7,2,11,8,5,0,9,4,13,2",92898,1,4848,2
"12,5,0,11,4,1,8,13,2,7,10,3,6,9,12",74436,1,14,14
"12,5,0,11,4,1,10,7,2,13,6,3,12,5,0",92898,1,4848,2
"12,5,0,11,4,1,10,7,2,13,8,3,12,5,0",92898,1,4848,2
"12,5,0,11,4,7,2,9,6,13,0,11,4,1,8",92898,1,4848,2
"12,5,0,11,4,7,10,3,6,9,2,13,8,1,12",74444,1,14,14
"12,5,0,11,6,1,10,7,2,13,8,3,12,5,0",92898,1,4848,2
"12,5,0,11,6,1,10,7,4,13,8,3,12,1,10",92898,1,4848,2
"12,5,0,11,6,3,10,7,2,13,8,1,12,5,0",92898,1,4848,2
"12,5,0,11,6,3,10,7,2,13,8,1,12,9,4",92898,1,4848,2
"12,5,0,11,6,3,10,7,4,1,8,13,2,9,12",64448,0,14,14
"12,5,0,11,8,1,10,7,2,13,6,3,12,5,0",92898,1,4848,2
"12,5,0,11,8,1,10,7,2,13,6,3,12,9,4",92898,1,4848,2
"12,5,0,11,8,1,10,7,4,13,6,3,12,9,2",92898,1,4848,2
"12,5,0,11,8,3,10,7,2,5,0,13,4,9,12",92898,1,4848,2
"12,5,0,11,8,3,10,7,2,13,6,1,12,5,0",92898,1,4848,2
"12,5,0,11,8,3,10,7,2,13,6,1,12,9,4",92898,1,4848,2
"12,5,0,11,8,3,10,7,4,13,6,1,12,9,2",92898,1,4848,2
"12,5,0,13,2,7,10,3,6,11,0,13,8,1,4",92898,1,4848,2
"12,5,0,13,4,1,8,11,2,7,10,3,6,9,12",74387,1,14,14
"12,5,0,13,4,7,2,9,6,1,10,13,4,11,8",92898,1,4848,2
"12,5,0,13,4,7,2,11,8,1,10,13,6,3,12",92898,1,4848,2
"12,5,0,13,6,1,10,7,2,11,8,3,12,5,0",92898,1,4848,2
"12,5,0,13,6,1,10,7,2,11,8,13,4,9,0",92898,1,4848,2
"12,5,0,13,6,3,10,7,2,11,8,1,12,5,0",76343,0,12,12
"12,5,0,13,8,1,10,7,2,11,6,3,12,5,0",92898,1,4848,2
"12,5,0,13,8,1,10,7,4,11,6,3,12,9,2",92898,1,4848,2
"12,5,0,13,8,3,10,7,2,11,6,1,12,5,0",59549,0,12,12
"12,5,0,13,10,7,2,9,6,3,0,11,4,1,12",92898,1,4848,2
"12,5,0,13,10,7,2,11,6,3,0,13,8,1,12",92898,1,4848,2
"12,5,2,9,6,3,10,7,0,11,8,1,12,5,2",92898,1,4848,2
"12,5,2,11,0,3,10,7,4,13,6,1,12,9,2",92898,1,4848,2
"12,5,2,11,6,1,10,7,0,3,8,13,4,9,12",90867,0,14,14
"12,5,2,11,6,1,10,7,0,13,8,3,12,5,2",90874,0,12,12
"12,5,2,11,6,3,10,7,0,13,8,1,12,5,2",103193,1,12,12
"12,5,2,11,6,3,10,7,4,1,8,13,0,9,12",84366,1,14,14
"12,5,2,11,6,9,0,13,8,1,4,11,6,3,10",92898,1,4848,2
"12,5,2,11,6,9,0,13,8,1,4,11,6,3,12",92898,1,4848,2
"12,5,2,11,8,1,10,7,0,13,6,3,12,5,2",92898,1,4848,2
"12,5,2,11,8,1,10,7,4,13,6,3,0,9,2",92898,1,4848,2
"12,5,2,11,8,1,10,7,4,13,6,3,12,9,2",92898,1,4848,2
"12,5,2,11,8,3,10,7,0,13,6,1,12,5,2",92898,1,4848,2
"12,5,2,11,8,3,10,7,4,13,6,1,12,9,2",92898,1,4848,2
"12,5,2,13,4,7,0,11,8,1,10,13,6,3,12",92898,1,4848,2
"12,5,2,13,6,1,10,7,0,11,8,3,12,5,2",90777,0,12,12
"12,5,2,13,6,3,10,7,0,11,8,1,12,5,2",92898,1,4848,2
"12,5,2,13,6,3,10,7,4,11,8,1,12,9,2",92898,1,4848,2
"12,5,2,13,6,9,0,11,8,1,4,13,6,3,10",92898,1,4848,2
"12,5,2,13,8,1,10,7,0,11,6,3,12,5,2",92898,1,4848,2
"12,5,2,13,8,1,10,7,0,11,6,3,12,9,2",92898,1,4848,2
"12,5,2,13,8,1,10,7,4,11,6,3,0,9,2",92898,1,4848,2
"12,5,2,13,8,1,10,7,4,11,6,3,12,9,2",92898,1,4848,2
"12,5,2,13,8,3,10,7,0,11,6,1,12,5,2",83663,1,12,12
"12,5,2,13,10,7,0,11,6,1,4,13,8,3,12",92898,1,4848,2
"12,5,2,13,10,7,0,11,8,5,2,9,6,3,0",92898,1,4848,2
"12,5,2,13,10,7,0,11,8,5,2,13,6,3,0",92898,1,4848,2
"12,5,2,13,10,7,0,11,8,5,2,13,6,3,12",92898,1,4848,2
"12,5,8,1,4,7,0,3,10,13,2,9,12,5,0",92898,1,4848,2
"12,5,8,1,4,7,0,3,10,13,2,9,12,5,8",92898,1,4848,2
"12,5,8,1,10,7,0,3,12,5,2,11,6,9,0",92898,1,4848,2
"12,5,8,1,10,7,0,3,12,5,2,13,6,9,0",92898,1,4848,2
"12,5,8,1,10,7,0,3,12,5,2,13,10,7,0",92898,1,4848,2
"12,5,8,11,0,3,10,13,2,5,8,1,4,7,10",92898,1,4848,2
"12,5,8,11,2,9,0,3,6,13,4,7,10,1,8",92898,1,4848,2
"12,5,8,11,2,9,0,3,6,13,4,7,12,1,8",92898,1,4848,2
"12,5,8,11,4,7,0,3,6,13,2,9,12,1,8",92898,1,4848,2
"12,5,8,13,2,7,0,3,6,11,4,9,12,1,8",92898,1,4848,2
"12,5,8,13,2,9,0,3,6,11,4,7,10,1,8",92898,1,4848,2
"12,5,8,13,2,9,0,3,6,11,4,7,12,1,8",92898,1,4848,2
"12,5,8,13,4,9,0,3,10,7,2,11,6,1,12",89128,0,14,14
"12,5,10,7,0,3,8,1,12,5,10,13,6,3,8",92898,1,4848,2
"12,5,10,13,0,3,8,1,4,7,10,13,6,9,12",92898,1,4848,2
"12,5,10,13,2,7,0,3,6,11,4,9,12,1,8",92898,1,4848,2
"12,5,10,13,2,7,0,3,8,5,10,13,6,11,0",92898,1,4848,2
"12,5,10,13,2,7,0,3,8,11,4,9,12,1,6",92898,1,4848,2
"12,5,10,13,2,7,0,3,8,11,4,9,12,5,0",92898,1,4848,2
"12,5,10,13,2,9,0,3,6,11,4,7,12,1,8",92898,1,4848,2
"12,5,10,13,2,9,0,3,8,11,4,7,12,1,6",92898,1,4848,2
"12,5,10,13,4,7,0,3,8,11,2,9,12,1,6",92898,1,4848,2
"12,5,10,13,4,7,0,3,8,11,2,9,12,5,0",92898,1,4848,2
"12,5,10,13,6,3,8,1,4,9,0,13,6,11,2",92898,1,4848,2
"12,5,10,13,6,3,8,1,4,11,0,13,6,9,2",92898,1,4848,2
"12,7,0,3,10,5,2,9,6,13,0,11,4,1,8",92898,1,4848,2
"12,7,0,3,10,5,2,9,12,7,0,13,6,1,4",92898,1,4848,2
"12,7,0,3,10,5,2,11,6,13,0,9,4,1,8",92898,1,4848,2
"12,7,0,9,6,3,10,5,2,11,8,1,12,7,0",92898,1,4848,2
"12,7,0,9,6,3,10,5,2,11,8,1,12,7,4",92898,1,4848,2
"12,7,0,9,6,3,10,5,2,13,8,1,12,7,0",92898,1,4848,2
"12,7,0,9,6,3,10,5,2,13,8,1,12,7,4",92898,1,4848,2
"12,7,0,9,6,3,10,13,2,11,8,1,4,7,0",92898,1,4848,2
"12,7,0,11,6,1,10,5,2,13,8,3,12,7,0",92898,1,4848,2
"12,7,0,11,6,1,10,5,2,13,8,3,12,7,10",92898,1,4848,2
"12,7,0,11,6,3,10,5,2,13,8,1,12,7,0",92898,1,4848,2
"12,7,0,11,6,3,10,5,2,13,8,1,12,7,4",92898,1,4848,2
"12,7,0,11,6,3,10,5,2,13,8,1,12,9,4",92898,1,4848,2
"12,7,0,11,6,9,4,13,8,3,0,11,6,1,10",92898,1,4848,2
"12,7,0,11,8,1,10,5,2,13,6,3,12,7,0",85015,0,12,12
"12,7,0,11,8,3,10,5,2,13,6,1,12,7,0",92898,1,4848,2
"12,7,0,11,8,3,10,5,2,13,6,1,12,7,4",92898,1,4848,2
"12,7,0,11,8,3,10,5,2,13,6,1,12,9,4",92898,1,4848,2
"12,7,0,11,8,5,2,9,6,3,10,13,4,1,12",85064,1,14,14
"12,7,0,13,6,1,4,11,8,3,10,13,6,1,12",92898,1,4848,2
"12,7,0,13,6,1,10,5,2,11,8,3,12,7,0",84454,0,12,12
"12,7,0,13,6,3,10,5,2,11,8,1,12,7,0",92898,1,4848,2
"12,7,0,13,6,3,10,5,2,11,8,1,12,7,4",92898,1,4848,2
"12,7,0,13,6,9,2,5,10,1,4,11,8,3,12",60140,0,14,14
"12,7,0,13,8,1,4,9,2,5,10,13,6,11,0",92898,1,4848,2
"12,7,0,13,8,1,10,5,2,11,6,3,12,7,0",92898,1,4848,2
"12,7,0,13,8,3,10,5,2,11,6,1,12,7,0",59624,0,12,12
"12,7,0,13,10,1,4,9,2,5,8,13,6,11,0",92898,1,4848,2
"12,7,0,13,10,1,4,9,6,3,8,13,2,11,0",92898,1,4848,2
"12,7,2,5,0,9,4,13,10,7,2,11,6,1,4",92898,1,4848,2
"12,7,2,9,0,5,10,13,4,11,8,3,0,7,2",92898,1,4848,2
"12,7,2,11,0,9,4,13,8,5,2,11,6,1,10",92898,1,4848,2
"12,7,2,11,0,9,4,13,8,5,2,11,6,3,10",92898,1,4848,2
"12,7,2,11,6,1,4,9,0,13,8,11,6,3,10",92898,1,4848,2
"12,7,2,11,6,1,10,5,0,9,4,13,8,3,12",92898,1,4848,2
"12,7,2,11,6,1,10,5,0,13,8,3,12,7,2",92898,1,4848,2
"12,7,2,11,6,1,10,5,0,13,8,3,12,7,10",92898,1,4848,2
"12,7,2,11,6,3,0,9,4,13,8,11,6,1,10",92898,1,4848,2
"12,7,2,11,6,3,10,5,0,13,8,1,12,7,2",101516,1,12,12
"12,7,2,11,6,3,10,13,4,9,0,5,8,1,12",83352,0,14,14
"12,7,2,11,6,9,4,13,8,3,0,11,6,1,10",92898,1,4848,2
"12,7,2,11,8,1,4,9,0,5,10,13,6,3,12",97942,1,14,14
"12,7,2,11,8,1,10,5,0,13,6,3,12,7,2",97899,0,12,12
"12,7,2,11,8,3,10,5,0,13,6,1,12,7,2",101385,1,12,12
"12,7,2,11,8,5,0,9,4,13,2,11,6,1,10",92898,1,4848,2
"12,7,2,11,8,5,0,9,6,3,10,13,4,1,12",69258,0,14,14
"12,7,2,13,6,1,10,5,0,9,4,13,8,3,12",92898,1,4848,2
"12,7,2,13,6,1,10,5,0,11,8,3,12,7,2",92898,1,4848,2
"12,7,2,13,6,3,0,11,8,1,10,13,6,3,12",92898,1,4848,2
"12,7,2,13,6,3,10,5,0,11,8,1,12,7,2",101342,1,12,12
"12,7,2,13,6,9,0,5,10,1,4,11,8,3,12",87938,1,14,14
"12,7,2,13,8,1,4,9,0,5,10,13,6,11,2",92898,1,4848,2
"12,7,2,13,8,1,10,5,0,11,6,3,12,7,2",92898,1,4848,2
"12,7,2,13,8,1,10,5,0,11,6,3,12,9,2",92898,1,4848,2
"12,7,2,13,8,3,10,5,0,11,6,1,12,7,2",92898,1,4848,2
"12,7,2,13,8,3,10,5,0,11,6,1,12,9,4",92898,1,4848,2
"12,7,2,13,8,5,0,11,6,1,10,13,8,3,12",92898,1,4848,2
"12,7,2,13,10,5,0,9,4,7,2,11,6,1,12",92898,1,4848,2
"12,7,2,13,10,5,0,9,4,7,2,13,6,1,12",92898,1,4848,2
"12,7,4,1,8,3,0,9,6,13,10,5,2,11,4",92898,1,4848,2
"12,7,4,1,8,3,0,11,6,13,10,5,2,9,4",92898,1,4848,2
"12,7,4,1,8,3,0,11,6,13,10,5,8,3,0",92898,1,4848,2
"12,7,4,1,10,3,0,9,6,13,8,5,2,11,4",92898,1,4848,2
"12,7,4,1,10,3,0,11,6,13,8,5,2,9,4",92898,1,4848,2
"12,7,4,1,10,5,0,9,12,7,2,11,6,3,0",92898,1,4848,2
"12,7,4,1,10,5,0,9,12,7,2,13,6,3,0",92898,1,4848,2
"12,7,4,1,10,5,0,11,8,13,2,9,6,3,0",92898,1,4848,2
"12,7,4,11,0,5,10,1,6,9,2,13,8,3,12",81900,0,14,14
"12,7,4,11,6,3,0,9,2,13,8,5,12,7,4",92898,1,4848,2
"12,7,4,11,6,3,0,9,2,13,10,5,12,7,4",92898,1,4848,2
"12,7,4,11,6,9,0,13,8,1,4,11,2,5,10",92898,1,4848,2
"12,7,4,11,6,9,0,13,8,1,4,11,6,3,10",92898,1,4848,2
"12,7,4,11,6,9,0,13,8,1,4,11,6,3,12",92898,1,4848,2
"12,7,4,11,8,3,0,9,2,13,10,5,12,7,4",92898,1,4848,2
"12,7,4,11,8,5,2,9,6,1,10,13,0,3,12",87834,0,14,14
"12,7,4,13,6,3,0,9,2,11,8,5,12,7,0",92898,1,4848,2
"12,7,4,13,6,3,0,9,2,11,8,5,12,7,4",92898,1,4848,2
"12,7,4,13,10,3,0,9,6,1,8,5,2,11,4",92898,1,4848,2
"12,7,4,13,10,5,2,11,8,3,0,9,6,1,12",80834,0,14,14
"12,7,10,5,0,9,4,1,12,7,2,11,6,9,4",92898,1,4848,2
"12,7,10,5,0,9,4,1,12,7,2,13,8,3,10",92898,1,4848,2
"12,9,0,3,10,7,4,11,8,5,2,13,6,1,12",98497,0,14,14
"12,9,0,3,10,7,4,13,8,5,2,11,6,1,12",88957,0,14,14
"12,9,0,5,10,1,4,7,12,3,6,13,10,1,8",92898,1,4848,2
"12,9,0,5,10,1,4,7,12,3,8,13,10,1,6",92898,1,4848,2
"12,9,0,7,10,3,6,11,4,1,8,13,2,9,6",92898,1,4848,2
"12,9,0,13,8,1,4,7,10,3,6,11,2,5,12",97572,1,14,14
"12,9,2,5,10,1,6,11,0,7,4,13,8,3,12",82929,0,14,14
"12,9,2,5,10,1,6,13,0,7,4,11,8,3,12",74951,0,14,14
"12,9,2,5,10,3,0,7,12,1,6,13,10,3,8",92898,1,4848,2
"12,9,2,5,10,3,0,7,12,1,8,13,10,3,6",92898,1,4848,2
"12,9,2,7,10,1,6,11,4,13,8,3,0,9,2",92898,1,4848,2
"12,9,2,7,10,3,0,5,12,1,6,13,10,3,8",92898,1,4848,2
"12,9,2,7,10,3,0,5,12,1,8,13,10,3,6",92898,1,4848,2
"12,9,2,7,10,3,6,11,4,1,8,13,0,9,6",92898,1,4848,2
"12,9,2,7,10,3,6,13,4,1,8,11,0,9,6",92898,1,4848,2
"12,9,2,11,8,3,0,7,4,13,10,5,12,9,6",92898,1,4848,2
"12,9,2,11,8,5,0,7,4,1,10,3,12,9,6",92898,1,4848,2
"12,9,2,11,8,5,0,7,4,13,10,3,12,9,6",92898,1,4848,2
"12,9,2,13,0,7,4,11,6,3,10,13,8,1,12",92898,1,4848,2
"12,9,2,13,0,7,4,11,6,9,2,13,8,1,4",92898,1,4848,2
"12,9,2,13,0,7,4,11,8,3,10,13,6,1,12",92898,1,4848,2
"12,9,2,13,6,3,0,7,4,11,8,5,12,9,2",92898,1,4848,2
"12,9,2,13,8,1,4,7,0,11,6,13,10,5,2",92898,1,4848,2
"12,9,2,13,8,1,4,7,10,3,6,11,0,5,12",92466,0,14,14
"12,9,2,13,8,5,0,7,4,1,10,3,12,9,6",92898,1,4848,2
"12,9,2,13,10,3,0,7,4,1,8,5,12,9,6",92898,1,4848,2
"12,9,2,13,10,7,4,11,0,5,2,13,8,3,12",92898,1,4848,2
"12,9,2,13,10,7,4,11,6,3,0,13,8,1,12",92898,1,4848,2
"12,9,2,13,10,7,4,11,8,5,2,13,6,3,0",92898,1,4848,2
"12,9,4,1,8,3,0,11,6,13,10,5,2,9,4",92898,1,4848,2
"12,9,4,1,8,3,0,11,6,13,10,5,8,3,0",92898,1,4848,2
"12,9,4,1,8,3,0,11,6,13,10,7,2,9,4",92898,1,4848,2
"12,9,4,1,8,5,0,11,6,13,10,7,2,9,4",92898,1,4848,2
"12,9,4,1,10,3,0,11,6,13,8,5,2,9,4",92898,1,4848,2
"12,9,4,1,10,7,0,11,8,5,2,13,6,3,0",92898,1,4848,2
"12,9,4,1,10,7,0,11,8,5,2,13,6,3,12",92898,1,4848,2
"12,9,4,1,10,7,0,13,8,5,2,11,6,3,12",84311,1,14,14
"12,9,4,1,10,7,2,11,8,5,0,13,6,3,12",98837,0,14,14
"12,9,4,1,10,7,2,13,8,5,0,11,6,3,12",64372,0,14,14
"12,9,4,7,10,5,0,11,2,13,8,3,6,9,4",92898,1,4848,2
"12,9,4,11,6,3,0,7,2,13,8,5,12,9,4",92898,1,4848,2
"12,9,4,11,6,3,0,7,2,13,10,5,12,9,4",92898,1,4848,2
"12,9,4,11,8,3,0,7,2,13,10,5,12,9,4",92898,1,4848,2
"12,9,4,11,8,3,0,7,2,13,10,5,12,9,6",92898,1,4848,2
"12,9,4,11,8,5,0,7,2,13,10,3,12,9,4",92898,1,4848,2
"12,9,4,11,8,5,0,7,2,13,10,3,12,9,6",92898,1,4848,2
"12,9,4,13,0,5,2,7,10,3,8,11,0,5,12",92898,1,4848,2
"12,9,4,13,0,7,2,11,6,3,10,13,8,1,12",92898,1,4848,2
"12,9,4,13,0,7,2,11,8,3,10,13,6,1,12",92898,1,4848,2
"12,9,4,13,8,3,0,7,2,11,6,13,10,5,0",92898,1,4848,2
"12,9,4,13,8,3,0,7,10,1,6,11,2,5,12",93360,1,14,14
"12,9,4,13,8,3,6,1,10,5,0,11,8,3,12",92898,1,4848,2
"12,9,4,13,8,3,6,1,10,5,0,13,8,3,12",92898,1,4848,2
"12,9,6,1,8,3,0,11,4,13,10,5,2,9,6",92898,1,4848,2
"12,9,6,1,8,3,0,11,4,13,10,7,2,9,6",92898,1,4848,2
"12,9,6,1,8,5,0,11,4,13,10,7,2,9,6",92898,1,4848,2
"12,9,6,1,8,5,2,11,4,13,10,7,0,9,6",92898,1,4848,2
"12,9,6,1,10,5,0,3,12,7,2,11,8,5,0",92898,1,4848,2
"12,9,6,1,10,5,0,3,12,7,2,13,8,5,0",92898,1,4848,2
"12,9,6,1,10,5,0,3,12,7,2,13,10,5,0",92898,1,4848,2
"12,9,6,1,10,7,0,3,12,5,2,13,10,7,0",92898,1,4848,2
"12,9,6,3,0,7,4,1,12,9,2,13,10,7,4",92898,1,4848,2
"12,9,6,3,10,7,2,11,8,1,4,13,0,5,12",98275,0,14,14
"12,9,6,3,10,7,2,13,8,1,4,11,0,5,12",79228,0,14,14
"12,9,6,3,10,7,4,1,12,5,0,13,10,7,2",92898,1,4848,2
"12,9,6,3,10,7,4,1,12,5,2,13,10,7,0",92898,1,4848,2
"12,9,6,13,0,7,4,1,8,11,2,13,10,3,6",92898,1,4848,2
"12,9,6,13,0,7,4,1,10,5,2,11,8,3,12",84242,0,14,14
"12,9,6,13,2,7,0,3,8,11,4,13,10,1,6",92898,1,4848,2
"12,9,6,13,2,7,0,3,8,11,4,13,10,5,0",92898,1,4848,2
"12,9,6,13,8,5,0,11,4,1,10,7,2,9,6",92898,1,4848,2
"12,9,6,13,8,5,2,11,4,1,10,7,0,9,6",92898,1,4848,2
"12,9,6,13,10,3,0,11,4,1,8,5,2,9,6",92898,1,4848,2
"12,9,6,13,10,3,0,11,4,1,8,13,2,9,6",92898,1,4848,2
"12,9,6,13,10,7,4,1,8,3,0,13,10,5,12",92898,1,4848,2
"12,9,6,13,10,7,4,1,8,5,2,13,10,3,0",92898,1,4848,2
"13,0,3,6,11,2,7,10,13,0,5,12,1,4,7",92898,0,4848,2
"13,0,3,6,11,4,7,10,13,2,9,12,1,4,7",92898,0,4848,2
"13,0,3,8,1,4,7,10,13,6,9,12,1,4,11",92898,0,4848,2
"13,0,3,12,7,4,11,8,5,2,9,6,1,10,13",87834,1,14,14
"13,0,3,12,9,4,7,10,5,0,11,2,13,8,3",92898,0,4848,2
"13,0,3,12,9,4,11,8,5,0,7,2,13,10,3",92898,0,4848,2
"13,0,5,2,7,10,3,8,11,0,5,12,1,4,9",92898,0,4848,2
"13,0,5,2,7,10,3,8,11,0,5,12,1,6,9",92898,0,4848,2
"13,0,5,2,7,10,3,8,11,0,5,12,1,6,13",92898,0,4848,2
"13,0,5,8,11,2,7,10,1,4,9,12,3,6,13",82832,1,14,14
"13,0,5,10,1,6,3,8,13,4,9,12,1,6,11",92898,0,4848,2
"13,0,5,10,1,6,11,2,7,12,3,8,13,0,5",92898,0,4848,2
"13,0,5,10,1,6,11,2,7,12,3,8,13,4,9",92898,0,4848,2
"13,0,5,10,1,6,11,2,7,12,9,4,13,0,5",92898,0,4848,2
"13,0,5,10,1,8,11,2,7,12,3,6,13,0,5",81839,1,12,12
"13,0,5,10,3,6,11,2,7,12,1,8,13,0,5",81498,1,12,12
"13,0,5,10,3,8,11,2,7,12,1,6,13,0,5",81309,1,12,12
"13,0,5,12,1,4,7,10,3,6,9,12,1,8,11",92898,0,4848,2
"13,0,5,12,1,4,7,10,3,6,9,12,1,8,13",92898,0,4848,2
"13,0,5,12,1,6,11,2,7,10,3,8,13,0,5",104470,0,12,12
"13,0,5,12,1,8,11,2,7,10,3,6,13,0,5",102268,0,12,12
"13,0,5,12,3,6,9,2,7,10,1,4,11,0,5",92898,0,4848,2
"13,0,5,12,3,6,11,2,7,10,1,8,13,0,5",92898,0,4848,2
"13,0,5,12,3,8,11,2,7,10,1,6,13,0,5",92898,0,4848,2
"13,0,5,12,9,2,7,10,1,6,11,4,13,8,3",92898,0,4848,2
"13,0,5,12,9,2,7,10,3,0,5,12,1,6,13",92898,0,4848,2
"13,0,5,12,9,2,7,10,3,0,5,12,1,8,13",92898,0,4848,2
"13,0,5,12,9,2,7,10,3,6,11,4,1,8,13",92898,0,4848,2
"13,0,5,12,9,2,11,8,3,0,7,4,13,10,5",92898,0,4848,2
"13,0,5,12,9,4,11,8,3,0,7,2,13,10,5",92898,0,4848,2
"13,0,5,12,9,6,3,10,7,2,11,8,1,4,13",98275,1,14,14
"13,0,7,2,11,6,3,10,13,8,1,12,5,0,3",92898,0,4848,2
"13,0,7,2,11,8,3,10,13,6,1,12,5,0,3",92898,0,4848,2
"13,0,7,4,1,8,11,2,13,10,3,6,9,0,7",92898,0,4848,2
"13,0,7,4,1,10,5,2,11,8,3,12,9,6,13",84242,1,14,14
"13,0,7,4,11,6,3,10,13,8,1,12,5,0,3",92898,0,4848,2
"13,0,7,4,11,6,9,2,13,8,1,4,11,0,3",92898,0,4848,2
"13,0,7,4,11,6,9,2,13,8,1,4,11,6,3",92898,0,4848,2
"13,0,7,4,11,8,3,10,13,6,1,12,5,0,3",92898,0,4848,2
"13,0,7,4,11,8,3,12,9,2,5,10,1,6,13",74951,1,14,14
"13,0,7,10,1,4,9,12,3,6,11,2,5,8,13",94783,0,14,14
"13,0,7,10,1,6,11,2,5,12,3,8,13,0,7",93214,0,12,12
"13,0,7,10,1,8,11,2,5,12,3,6,9,0,7",92898,0,4848,2
"13,0,7,10,1,8,11,2,5,12,3,6,13,0,7",92898,0,4848,2
"13,0,7,10,3,6,11,2,5,12,1,8,13,0,7",92370,0,12,12
"13,0,7,10,3,8,11,2,5,12,1,6,9,0,7",92898,0,4848,2
"13,0,7,10,3,8,11,2,5,12,1,6,13,0,7",92898,0,4848,2
"13,0,7,12,1,6,11,2,5,10,3,8,13,0,7",102581,0,12,12
"13,0,7,12,1,8,11,2,5,10,3,6,9,0,7",92898,0,4848,2
"13,0,7,12,1,8,11,2,5,10,3,6,13,0,7",92898,0,4848,2
"13,0,7,12,3,6,11,2,5,0,9,4,13,8,11",92898,0,4848,2
"13,0,7,12,3,6,11,2,5,10,1,8,13,0,7",92898,0,4848,2
"13,0,7,12,3,8,11,2,5,10,1,6,13,0,7",80357,1,12,12
"13,0,7,12,3,8,11,4,1,10,5,2,9,6,13",73628,1,14,14
"13,0,7,12,5,8,11,2,9,0,3,6,13,4,7",92898,0,4848,2
"13,0,7,12,9,2,5,10,3,0,7,12,1,6,13",92898,0,4848,2
"13,0,7,12,9,2,5,10,3,0,7,12,1,8,13",92898,0,4848,2
"13,0,9,4,1,6,11,2,7,12,3,8,13,0,5",92898,0,4848,2
"13,0,9,4,1,6,11,2,7,12,9,4,13,0,5",92898,0,4848,2
"13,0,9,4,1,8,3,6,13,10,5,12,1,8,3",92898,0,4848,2
"13,0,9,6,11,2,5,12,3,0,7,10,1,8,5",92898,0,4848,2
"13,0,9,6,11,4,7,12,3,0,9,2,5,10,13",92898,0,4848,2
"13,0,9,12,5,2,11,6,3,10,7,4,1,8,13",84366,0,14,14
"13,0,11,4,1,8,3,6,13,10,5,12,1,8,3",92898,0,4848,2
"13,0,11,6,3,10,7,2,13,0,5,12,9,4,11",92898,0,4848,2
"13,2,5,0,11,4,7,10,13,2,9,12,1,4,7",92898,0,4848,2
"13,2,5,8,1,4,7,10,13,6,9,12,1,4,11",92898,0,4848,2
"13,2,5,8,11,0,7,10,1,4,9,12,3,6,13",92898,0,4848,2
"13,2,5,8,11,0,7,10,13,2,5,12,1,4,7",92898,0,4848,2
"13,2,5,8,11,0,7,10,13,2,5,12,3,0,7",92898,0,4848,2
"13,2,5,8,11,4,7,10,3,0,9,12,1,6,13",82611,0,14,14
"13,2,5,8,11,4,7,10,13,2,9,12,1,4,7",92898,0,4848,2
