state,rank,phase,component_size,component_period
"11,4,1,10,7,2,13,8,3,12,5,0,11,6,1",92898,0,4848,2
"11,4,1,12,5,2,9,6,3,10,7,0,11,8,1",92898,0,4848,2
"11,4,1,12,7,0,9,6,3,10,5,2,11,8,1",92898,0,4848,2
"11,4,1,12,7,0,9,6,3,10,5,2,13,8,1",92898,0,4848,2
"11,4,1,12,7,0,9,6,3,10,13,2,11,8,1",92898,0,4848,2
"11,4,1,12,9,6,13,10,7,4,1,8,3,0,13",92898,0,4848,2
"11,4,1,12,9,6,13,10,7,4,1,8,5,2,13",92898,0,4848,2
"11,4,7,0,3,6,13,2,9,12,1,8,11,4,7",92898,0,4848,2
"11,4,7,0,13,2,9,12,5,10,7,0,3,8,1",92898,0,4848,2
"11,4,7,0,13,6,1,10,5,2,9,12,3,8,11",68349,0,14,14
"11,4,7,2,9,6,13,0,11,4,1,8,3,6,13",92898,0,4848,2
"11,4,7,10,1,8,13,0,5,12,3,6,9,2,7",92898,0,4848,2
"11,4,7,10,1,8,13,0,5,12,3,6,11,2,7",92898,0,4848,2
"11,4,7,10,1,8,13,2,5,12,3,6,9,0,7",92898,0,4848,2
"11,4,7,10,1,8,13,2,5,12,3,6,11,0,7",92898,0,4848,2
"11,4,7,10,3,0,9,12,1,6,13,2,5,8,11",82611,0,14,14
"11,4,7,10,3,6,9,2,13,8,1,12,5,0,11",74444,0,14,14
"11,4,7,10,3,6,13,2,5,12,1,8,11,0,7",92898,0,4848,2
"11,4,7,10,13,2,9,12,1,4,7,0,3,6,9",92898,0,4848,2
"11,4,7,12,1,6,13,2,5,10,3,8,11,0,7",92898,0,4848,2
"11,4,7,12,1,8,13,2,5,10,3,6,9,0,7",92898,0,4848,2
"11,4,7,12,1,8,13,2,5,10,3,6,11,0,7",92898,0,4848,2
"11,4,7,12,1,8,13,2,5,10,3,6,11,8,13",92898,0,4848,2
"11,4,7,12,3,0,9,2,5,10,13,6,11,0,7",92898,0,4848,2
"11,4,7,12,3,0,13,10,1,6,9,2,5,8,11",83456,0,14,14
"11,4,7,12,3,8,13,2,9,6,1,10,5,0,11",73616,0,14,14
"11,4,9,12,1,6,13,2,5,10,3,8,11,0,7",92898,0,4848,2
"11,4,9,12,1,6,13,2,7,4,9,0,5,10,13",92898,0,4848,2
"11,4,9,12,1,6,13,2,7,10,3,8,11,0,5",92898,0,4848,2
"11,4,9,12,1,8,13,2,5,10,3,6,11,0,7",92898,0,4848,2
"11,4,9,12,1,8,13,2,5,10,3,6,11,8,13",92898,0,4848,2
"11,4,9,12,1,8,13,2,7,10,3,6,11,0,5",92898,0,4848,2
"11,4,9,12,3,0,13,6,1,10,7,2,11,8,13",92898,0,4848,2
"11,4,9,12,3,6,13,2,7,10,1,8,11,0,5",92898,0,4848,2
"11,4,9,12,5,0,13,2,7,10,3,6,11,0,13",92898,0,4848,2
"11,4,9,12,5,0,13,6,1,10,7,2,11,8,3",92898,0,4848,2
"11,4,9,12,5,0,13,6,1,10,7,2,11,8,13",92898,0,4848,2
"11,4,13,8,3,0,9,2,5,10,13,6,11,0,7",92898,0,4848,2
"11,4,13,10,1,6,9,2,7,4,13,0,5,12,9",92898,0,4848,2
"11,4,13,10,5,0,9,2,7,12,3,6,11,4,1",92898,0,4848,2
"11,4,13,10,5,2,9,6,1,12,7,0,11,8,3",92898,0,4848,2
"11,4,13,10,7,0,9,6,1,12,5,2,11,8,3",92898,0,4848,2
"11,4,13,10,7,0,9,6,3,12,5,2,11,8,1",92898,0,4848,2
"11,4,13,10,7,2,9,6,1,12,5,0,11,8,3",92898,0,4848,2
"11,4,13,10,7,2,9,6,3,12,5,0,11,8,1",92898,0,4848,2
"11,6,1,4,9,0,13,8,11,6,3,10,5,2,13",92898,0,4848,2
"11,6,1,4,13,8,3,12,9,6,1,10,5,0,3",92898,0,4848,2
"11,6,1,4,13,8,3,12,9,6,1,10,7,0,3",92898,0,4848,2
"11,6,1,10,5,0,9,4,13,8,3,12,7,0,11",92898,0,4848,2
"11,6,1,10,5,0,9,4,13,8,3,12,7,2,11",92898,0,4848,2
"11,6,1,10,5,0,13,8,3,12,7,2,11,6,1",92898,0,4848,2
"11,6,1,10,5,0,13,8,3,12,7,10,5,0,9",92898,0,4848,2
"11,6,1,10,5,2,9,12,3,8,13,4,7,0,11",68285,0,14,14
"11,6,1,10,5,2,13,8,3,12,7,0,11,6,1",92898,0,4848,2
"11,6,1,10,5,2,13,8,3,12,7,10,5,0,9",92898,0,4848,2
"11,6,1,10,5,8,3,12,7,2,13,10,5,0,9",92898,0,4848,2
"11,6,1,10,7,0,3,8,13,4,9,12,5,2,11",90867,1,14,14
"11,6,1,10,7,0,13,8,3,12,5,2,11,6,1",90874,1,12,12
"11,6,1,10,7,2,9,12,5,0,13,4,7,2,9",92898,0,4848,2
"11,6,1,10,7,2,9,12,5,0,13,4,7,2,11",92898,0,4848,2
"11,6,1,10,7,2,13,8,3,12,5,0,11,6,1",92898,0,4848,2
"11,6,1,10,7,4,13,8,3,12,1,10,5,0,9",92898,0,4848,2
"11,6,1,10,13,8,3,12,7,4,1,10,5,0,9",92898,0,4848,2
"11,6,1,12,5,0,13,8,3,10,7,2,11,6,1",59549,1,12,12
"11,6,1,12,5,2,13,8,3,10,7,0,11,6,1",83663,0,12,12
"11,6,1,12,5,8,13,4,9,0,3,10,7,2,11",89128,1,14,14
"11,6,1,12,7,0,13,8,3,10,5,2,11,6,1",59624,1,12,12
"11,6,1,12,7,2,13,8,3,10,5,0,11,6,1",92898,0,4848,2
"11,6,1,12,9,0,3,10,7,4,13,8,5,2,11",88957,1,14,14
"11,6,1,12,9,4,13,8,3,0,7,2,11,6,13",92898,0,4848,2
"11,6,1,12,9,4,13,8,3,6,1,10,5,0,11",92898,0,4848,2
"11,6,1,12,9,4,13,8,3,6,1,10,5,0,13",92898,0,4848,2
"11,6,3,0,7,2,13,8,5,12,9,4,1,10,3",92898,0,4848,2
"11,6,3,0,7,2,13,10,5,12,9,4,1,8,3",92898,0,4848,2
"11,6,3,0,9,2,13,8,5,12,7,4,1,10,3",92898,0,4848,2
"11,6,3,0,9,2,13,10,5,12,7,4,1,8,3",92898,0,4848,2
"11,6,3,0,9,4,13,8,11,6,1,10,5,2,13",92898,0,4848,2
"11,6,3,0,13,8,1,12,9,6,3,10,7,4,1",92898,0,4848,2
"11,6,3,10,5,0,13,8,1,12,7,2,11,6,3",101516,0,12,12
"11,6,3,10,5,2,13,8,1,12,7,0,11,6,3",92898,0,4848,2
"11,6,3,10,5,2,13,8,1,12,7,4,11,6,3",92898,0,4848,2
"11,6,3,10,5,2,13,8,1,12,9,4,11,6,3",92898,0,4848,2
"11,6,3,10,7,0,9,12,5,2,13,4,7,0,11",92898,0,4848,2
"11,6,3,10,7,0,13,8,1,12,5,2,11,6,3",103193,0,12,12
"11,6,3,10,7,2,9,12,5,0,13,4,7,2,9",92898,0,4848,2
"11,6,3,10,7,2,9,12,5,0,13,4,7,2,11",92898,0,4848,2
"11,6,3,10,7,2,13,0,5,12,9,4,11,8,3",92898,0,4848,2
"11,6,3,10,7,2,13,8,1,12,5,0,11,6,3",92898,0,4848,2
"11,6,3,10,7,2,13,8,1,12,9,4,11,6,3",92898,0,4848,2
"11,6,3,10,7,4,1,8,13,0,9,12,5,2,11",84366,0,14,14
"11,6,3,10,7,4,1,8,13,2,9,12,5,0,11",64448,1,14,14
"11,6,3,10,13,4,9,0,5,8,1,12,7,2,11",83352,1,14,14
"11,6,3,10,13,8,1,12,5,0,3,10,7,2,9",92898,0,4848,2
"11,6,3,10,13,8,1,12,5,0,3,10,7,2,11",92898,0,4848,2
"11,6,3,10,13,8,1,12,7,0,3,10,5,2,9",92898,0,4848,2
"11,6,3,10,13,8,1,12,7,0,3,10,5,2,11",92898,0,4848,2
"11,6,3,12,5,0,13,8,1,10,7,2,11,6,3",92898,0,4848,2
"11,6,3,12,5,0,13,8,1,10,7,4,11,6,3",92898,0,4848,2
"11,6,3,12,5,2,13,8,1,10,7,0,11,6,3",92898,0,4848,2
"11,6,3,12,5,2,13,8,1,10,7,4,11,6,3",92898,0,4848,2
"11,6,3,12,7,0,13,8,1,4,9,2,5,10,13",92898,0,4848,2
"11,6,3,12,7,0,13,8,1,10,5,2,11,6,3",92898,0,4848,2
"11,6,3,12,7,0,13,10,1,4,9,2,5,8,13",92898,0,4848,2
"11,6,3,12,7,2,9,0,5,10,13,4,11,8,3",92898,0,4848,2
"11,6,3,12,7,2,13,8,1,4,9,0,5,10,13",92898,0,4848,2
"11,6,3,12,7,2,13,8,1,10,5,0,11,6,3",92898,0,4848,2
"11,6,3,12,9,2,13,8,1,4,7,0,11,6,13",92898,0,4848,2
"11,6,3,12,9,2,13,8,5,0,7,4,1,10,3",92898,0,4848,2
"11,6,3,12,9,4,1,10,7,0,13,8,5,2,11",84311,0,14,14
"11,6,3,12,9,4,1,10,7,2,13,8,5,0,11",64372,1,14,14
"11,6,9,0,13,8,1,4,11,2,5,10,13,6,9",92898,0,4848,2
"11,6,9,0,13,8,1,4,11,6,3,10,7,2,9",92898,0,4848,2
"11,6,9,0,13,8,1,4,11,6,3,10,13,8,1",92898,0,4848,2
"11,6,9,0,13,8,1,4,11,6,3,12,7,2,9",92898,0,4848,2
"11,6,9,2,13,8,1,4,11,0,3,10,13,6,9",92898,0,4848,2
"11,6,9,2,13,8,1,4,11,6,3,10,7,0,9",92898,0,4848,2
"11,6,9,2,13,8,1,4,11,6,3,10,13,8,1",92898,0,4848,2
"11,6,9,4,13,8,3,0,11,6,1,10,5,8,3",92898,0,4848,2
"11,6,9,4,13,8,3,0,11,6,1,10,13,8,3",92898,0,4848,2
"11,6,13,0,9,4,1,8,3,6,13,10,5,12,1",92898,0,4848,2
"11,6,13,8,5,2,9,4,1,10,7,0,11,6,3",92898,0,4848,2
"11,6,13,8,5,2,9,4,1,10,13,0,7,12,3",92898,0,4848,2
"11,6,13,8,5,2,9,4,1,12,7,0,11,6,3",92898,0,4848,2
"11,6,13,8,5,2,9,4,1,12,7,0,11,6,9",92898,0,4848,2
"11,6,13,10,5,0,9,4,1,8,13,2,7,12,3",92898,0,4848,2
"11,6,13,10,5,0,9,4,1,12,7,2,11,6,9",92898,0,4848,2
"11,6,13,10,5,2,9,0,3,8,13,4,11,6,1",92898,0,4848,2
"11,6,13,10,5,2,9,0,3,12,7,4,11,6,9",92898,0,4848,2
"11,6,13,10,5,2,9,4,1,8,13,0,7,12,3",92898,0,4848,2
"11,6,13,10,5,2,9,4,1,8,13,0,11,6,3",92898,0,4848,2
"11,6,13,10,5,2,9,4,1,12,7,0,11,6,3",92898,0,4848,2
"11,6,13,10,5,2,9,4,1,12,7,0,11,6,9",92898,0,4848,2
"11,6,13,10,5,2,9,4,1,12,7,0,11,8,3",92898,0,4848,2
"11,6,13,10,5,8,3,0,7,2,13,10,5,12,9",92898,0,4848,2
"11,6,13,10,7,2,9,4,1,12,5,0,11,6,3",92898,0,4848,2
"11,6,13,10,7,2,9,4,1,12,5,0,11,8,3",92898,0,4848,2
"11,8,1,4,7,0,13,6,9,12,5,2,11,0,3",92898,0,4848,2
"11,8,1,4,9,0,5,10,13,6,3,12,7,2,11",97942,0,14,14
"11,8,1,4,13,0,5,12,9,6,3,10,7,2,11",98275,1,14,14
"11,8,1,4,13,6,3,10,7,2,9,12,5,0,11",92898,0,4848,2
"11,8,1,10,5,0,13,6,3,12,7,2,11,8,1",97899,1,12,12
"11,8,1,10,5,2,13,6,3,12,7,0,11,8,1",85015,1,12,12
"11,8,1,10,7,0,13,6,3,12,5,2,11,8,1",92898,0,4848,2
"11,8,1,10,7,2,13,6,3,12,5,0,11,8,1",92898,0,4848,2
"11,8,1,10,7,2,13,6,3,12,9,4,11,8,5",92898,0,4848,2
"11,8,1,10,7,4,13,6,3,0,9,2,11,8,5",92898,0,4848,2
"11,8,1,10,7,4,13,6,3,12,9,2,11,8,5",92898,0,4848,2
"11,8,1,10,13,6,3,12,5,8,1,10,7,0,3",92898,0,4848,2
"11,8,1,10,13,6,3,12,7,4,1,10,5,0,9",92898,0,4848,2
"11,8,1,10,13,6,3,12,7,4,1,10,5,0,11",92898,0,4848,2
"11,8,1,12,5,0,13,6,3,10,7,2,11,8,1",76343,1,12,12
"11,8,1,12,5,2,13,6,3,10,7,0,11,8,1",92898,0,4848,2
"11,8,1,12,5,2,13,6,3,10,7,4,11,8,1",92898,0,4848,2
"11,8,1,12,7,0,13,6,3,10,5,2,11,8,1",92898,0,4848,2
"11,8,1,12,7,2,13,6,3,10,5,0,11,8,1",101342,0,12,12
"11,8,1,12,7,4,13,6,3,0,9,2,11,8,5",92898,0,4848,2
"11,8,1,12,9,2,13,6,3,0,7,4,11,8,5",92898,0,4848,2
"11,8,1,12,9,6,3,10,7,4,1,12,5,0,13",92898,0,4848,2
"11,8,1,12,9,6,3,10,7,4,1,12,5,2,13",92898,0,4848,2
"11,8,3,0,7,2,13,6,9,12,5,0,11,4,1",92898,0,4848,2
"11,8,3,0,7,2,13,10,5,12,9,4,1,8,3",92898,0,4848,2
"11,8,3,0,7,2,13,10,5,12,9,6,1,8,3",92898,0,4848,2
"11,8,3,0,7,4,13,10,5,12,9,6,1,8,3",92898,0,4848,2
"11,8,3,0,9,2,13,10,5,12,7,4,1,8,3",92898,0,4848,2
"11,8,3,0,9,6,1,12,7,4,13,10,5,2,11",80834,1,14,14
"11,8,3,10,5,0,13,6,1,12,7,2,11,8,3",101385,0,12,12
"11,8,3,10,5,2,13,6,1,12,7,0,11,8,3",92898,0,4848,2
"11,8,3,10,5,2,13,6,1,12,7,4,11,8,3",92898,0,4848,2
"11,8,3,10,5,2,13,6,1,12,9,4,11,8,3",92898,0,4848,2
"11,8,3,10,7,0,13,6,1,12,5,2,11,8,3",92898,0,4848,2
"11,8,3,10,7,2,5,0,13,4,9,12,7,2,11",92898,0,4848,2
"11,8,3,10,7,2,13,6,1,12,5,0,11,8,3",92898,0,4848,2
"11,8,3,10,7,2,13,6,1,12,9,4,11,8,3",92898,0,4848,2
"11,8,3,10,7,2,13,6,1,12,9,4,11,8,5",92898,0,4848,2
"11,8,3,10,7,4,13,6,1,12,9,2,11,8,3",92898,0,4848,2
"11,8,3,10,7,4,13,6,1,12,9,2,11,8,5",92898,0,4848,2
"11,8,3,10,13,6,1,12,5,0,3,10,7,2,9",92898,0,4848,2
"11,8,3,10,13,6,1,12,5,0,3,10,7,2,11",92898,0,4848,2
"11,8,3,10,13,6,1,12,7,0,3,10,5,2,9",92898,0,4848,2
"11,8,3,12,5,0,13,6,1,10,7,2,11,8,3",92898,0,4848,2
"11,8,3,12,5,0,13,6,1,10,7,2,11,8,13",92898,0,4848,2
"11,8,3,12,5,2,13,6,1,10,7,0,11,8,3",90777,1,12,12
"11,8,3,12,7,0,13,6,1,10,5,2,11,8,3",84454,1,12,12
"11,8,3,12,7,0,13,6,9,2,5,10,1,4,11",60140,1,14,14
"11,8,3,12,7,2,5,0,9,4,13,10,7,2,11",92898,0,4848,2
"11,8,3,12,7,2,13,6,1,10,5,0,9,4,13",92898,0,4848,2
"11,8,3,12,7,2,13,6,1,10,5,0,11,8,3",92898,0,4848,2
"11,8,3,12,7,2,13,6,9,0,5,10,1,4,11",87938,0,14,14
"11,8,3,12,9,2,5,10,1,6,13,0,7,4,11",74951,1,14,14
"11,8,3,12,9,6,13,0,7,4,1,10,5,2,11",84242,1,14,14
"11,8,5,0,7,2,13,10,3,12,9,4,1,8,5",92898,0,4848,2
"11,8,5,0,7,2,13,10,3,12,9,6,1,8,5",92898,0,4848,2
"11,8,5,0,7,4,1,10,3,12,9,6,13,8,5",92898,0,4848,2
"11,8,5,0,7,4,13,10,3,12,9,6,1,8,5",92898,0,4848,2
"11,8,5,0,9,4,13,2,11,6,1,10,7,4,13",92898,0,4848,2
"11,8,5,0,9,6,3,10,13,4,1,12,7,2,11",69258,1,14,14
"11,8,5,0,13,6,3,12,9,4,1,10,7,2,11",98837,1,14,14
"11,8,5,2,9,6,1,10,13,0,3,12,7,4,11",87834,1,14,14
"11,8,5,2,9,6,3,0,11,4,1,12,9,6,13",92898,0,4848,2
"11,8,5,2,9,6,3,10,13,4,1,12,7,0,11",85064,0,14,14
"11,8,5,2,13,6,1,12,9,0,3,10,7,4,11",98497,1,14,14
"11,8,5,2,13,6,3,0,11,8,1,10,13,6,3",92898,0,4848,2
"11,8,5,2,13,6,3,0,11,8,1,12,9,6,3",92898,0,4848,2
"11,8,5,2,13,6,3,12,9,4,1,10,7,0,11",92898,0,4848,2
"11,8,5,12,7,0,13,10,1,4,9,6,3,8,13",92898,0,4848,2
"11,8,5,12,7,4,1,10,3,0,9,6,13,8,5",92898,0,4848,2
"11,8,5,12,7,4,13,10,3,0,9,6,1,8,5",92898,0,4848,2
"11,8,5,12,9,2,13,10,3,0,7,4,1,8,5",92898,0,4848,2
"11,8,5,12,9,6,3,0,7,4,1,12,9,2,13",92898,0,4848,2
"11,8,13,0,9,4,1,6,11,2,7,12,3,8,13",92898,0,4848,2
"11,8,13,0,9,4,1,6,11,2,7,12,9,4,13",92898,0,4848,2
"11,8,13,2,9,6,3,0,11,4,1,12,9,6,13",92898,0,4848,2
"11,8,13,4,9,0,3,6,11,2,7,12,9,0,5",92898,0,4848,2
"11,8,13,4,9,0,5,2,11,6,3,12,7,0,13",92898,0,4848,2
"12,1,4,7,0,3,6,9,12,5,8,11,0,3,10",92898,1,4848,2
"12,1,4,7,0,3,6,9,12,5,10,13,0,3,8",92898,1,4848,2
"12,1,4,7,10,3,6,9,12,1,8,11,0,3,6",92898,1,4848,2
"12,1,4,7,10,3,6,9,12,1,8,13,0,3,6",92898,1,4848,2
"12,1,4,9,0,5,10,7,12,3,8,13,0,5,10",92898,1,4848,2
"12,1,4,9,0,5,10,7,12,3,8,13,2,5,10",92898,1,4848,2
"12,1,4,9,0,5,10,13,6,11,2,7,0,3,8",92898,1,4848,2
"12,1,4,9,2,5,8,13,6,11,0,3,10,1,4",92898,1,4848,2
"12,1,4,9,2,5,10,13,6,11,0,3,8,1,4",92898,1,4848,2
"12,1,4,9,2,7,10,13,6,11,0,3,8,1,4",92898,1,4848,2
"12,1,4,9,2,7,10,13,6,11,0,5,8,1,4",92898,1,4848,2
"12,1,4,11,0,3,6,9,2,5,8,11,0,7,10",92898,1,4848,2
"12,1,4,11,0,3,6,9,2,7,10,13,0,5,12",92898,1,4848,2
"12,1,4,11,0,3,6,9,2,13,8,11,0,5,10",92898,1,4848,2
"12,1,4,11,0,7,10,13,6,9,2,5,8,1,4",92898,1,4848,2
"12,1,4,11,2,5,8,13,6,9,0,3,10,1,4",92898,1,4848,2
"12,1,4,11,2,5,10,13,6,9,0,3,8,1,4",92898,1,4848,2
"12,1,4,13,10,3,6,9,0,5,8,11,2,7,12",82816,0,14,14
"12,1,4,13,10,3,6,9,2,5,8,11,0,7,12",94528,1,14,14
"12,1,6,9,0,3,8,11,2,5,10,13,4,7,12",91327,0,14,14
"12,1,6,9,0,7,10,13,4,11,2,5,8,1,6",92898,1,4848,2
"12,1,6,9,2,5,10,13,4,11,0,3,8,1,6",92898,1,4848,2
"12,1,6,9,2,7,10,13,4,11,0,3,8,1,6",92898,1,4848,2
"12,1,6,9,2,7,10,13,4,11,0,5,8,1,6",92898,1,4848,2
"12,1,6,11,0,5,10,3,8,13,2,7,12,1,4",92898,1,4848,2
"12,1,6,11,0,5,10,3,8,13,2,7,12,1,6",92898,1,4848,2
"12,1,6,11,0,7,10,3,8,13,2,5,12,1,6",93709,0,12,12
"12,1,6,11,2,5,8,13,4,7,10,3,0,9,12",82259,1,14,14
"12,1,6,11,2,5,10,3,8,13,0,7,12,1,6",102581,1,12,12
"12,1,6,11,2,7,4,9,0,5,10,13,2,7,12",92898,1,4848,2
"12,1,6,11,2,7,10,3,0,9,4,13,8,5,12",69780,0,14,14
"12,1,6,11,2,7,10,3,8,13,0,5,12,1,6",104470,1,12,12
"12,1,6,13,0,5,10,3,8,11,2,7,12,1,6",81309,0,12,12
"12,1,6,13,0,7,10,3,8,11,2,5,12,1,6",92898,1,4848,2
"12,1,6,13,2,5,8,11,4,7,10,3,0,9,12",82611,1,14,14
"12,1,6,13,2,5,10,3,8,11,0,7,12,1,4",92898,1,4848,2
"12,1,6,13,2,5,10,3,8,11,0,7,12,1,6",92898,1,4848,2
"12,1,6,13,2,7,4,9,0,5,10,13,2,7,12",92898,1,4848,2
"12,1,6,13,2,7,10,3,8,11,0,5,12,1,4",92898,1,4848,2
"12,1,6,13,2,7,10,3,8,11,0,5,12,1,6",92898,1,4848,2
"12,1,6,13,4,7,10,3,0,11,2,5,12,9,6",92898,1,4848,2
"12,1,6,13,4,7,10,3,8,11,0,5,12,1,6",92898,1,4848,2
"12,1,6,13,4,7,10,3,8,11,2,5,12,1,6",92898,1,4848,2
"12,1,6,13,10,3,8,11,2,7,0,13,4,9,12",92898,1,4848,2
"12,1,6,13,10,3,8,11,4,1,6,13,0,7,12",92898,1,4848,2
"12,1,6,13,10,3,8,11,4,7,0,13,2,9,12",92898,1,4848,2
"12,1,8,3,0,7,10,5,12,9,2,13,0,7,4",92898,1,4848,2
"12,1,8,3,0,7,10,5,12,9,4,13,0,7,2",92898,1,4848,2
"12,1,8,5,0,9,4,13,10,3,6,11,2,7,12",69619,0,14,14
"12,1,8,11,0,3,6,13,2,5,8,11,0,7,10",92898,1,4848,2
"12,1,8,11,0,3,6,13,2,5,8,11,4,7,10",92898,1,4848,2
"12,1,8,11,0,5,10,3,6,13,2,7,12,1,8",81381,0,12,12
"12,1,8,11,0,7,10,3,6,9,2,5,12,1,4",92898,1,4848,2
"12,1,8,11,0,7,10,3,6,13,2,5,12,1,8",92898,1,4848,2
"12,1,8,11,2,5,10,3,6,9,0,7,12,1,4",92898,1,4848,2
"12,1,8,11,2,5,10,3,6,13,0,7,12,1,8",92898,1,4848,2
"12,1,8,11,2,7,10,3,6,13,0,5,12,1,8",102268,1,12,12
"12,1,8,11,4,7,10,3,6,13,2,5,12,1,8",92898,1,4848,2
"12,1,8,13,0,3,6,11,2,7,10,13,0,5,12",92898,1,4848,2
"12,1,8,13,0,3,6,11,4,7,10,13,2,9,12",92898,1,4848,2
"12,1,8,13,0,5,10,3,6,11,2,7,12,1,8",81498,0,12,12
"12,1,8,13,0,7,10,3,6,11,2,5,12,1,8",92370,1,12,12
"12,1,8,13,2,5,10,3,6,9,0,7,12,1,4",92898,1,4848,2
"12,1,8,13,2,5,10,3,6,11,0,7,12,1,4",92898,1,4848,2
"12,1,8,13,2,5,10,3,6,11,0,7,12,1,8",92898,1,4848,2
"12,1,8,13,2,5,10,3,6,11,8,13,0,9,4",92898,1,4848,2
"12,1,8,13,2,7,10,3,6,11,0,5,12,1,4",92898,1,4848,2
"12,1,8,13,2,7,10,3,6,11,0,5,12,1,8",92898,1,4848,2
"12,1,8,13,2,9,6,3,10,7,4,11,0,5,12",79966,0,14,14
"12,1,8,13,10,3,6,11,2,5,8,13,4,9,0",92898,1,4848,2
"12,1,8,13,10,3,6,11,2,7,0,13,4,9,12",92898,1,4848,2
"12,1,8,13,10,3,6,11,4,1,8,13,0,9,6",92898,1,4848,2
"12,1,8,13,10,3,6,11,4,1,8,13,2,9,6",92898,1,4848,2
"12,1,8,13,10,3,6,11,4,7,0,13,2,9,12",92898,1,4848,2
"12,1,10,5,0,9,6,3,12,7,2,11,0,9,4",92898,1,4848,2
"12,1,10,5,0,9,6,3,12,7,2,13,8,1,10",92898,1,4848,2
"12,3,0,5,10,1,6,9,12,3,8,13,4,1,6",92898,1,4848,2
"12,3,0,7,10,1,6,9,12,3,8,13,2,5,0",92898,1,4848,2
"12,3,0,7,10,1,6,9,12,3,8,13,4,1,6",92898,1,4848,2
"12,3,0,7,10,1,8,5,12,3,6,13,10,1,8",92898,1,4848,2
"12,3,0,9,2,5,10,13,6,11,0,7,4,1,8",92898,1,4848,2
"12,3,0,13,6,1,8,5,2,11,4,13,10,7,0",92898,1,4848,2
"12,3,0,13,6,1,10,7,2,11,8,13,4,9,0",92898,1,4848,2
"12,3,0,13,10,1,6,9,2,5,8,11,4,7,12",83456,1,14,14
"12,3,6,9,0,5,10,1,12,3,8,13,4,7,10",92898,1,4848,2
"12,3,6,9,0,7,10,1,4,11,2,5,8,13,6",92898,1,4848,2
"12,3,6,9,0,7,10,13,4,11,2,5,8,1,6",92898,1,4848,2
"12,3,6,9,2,7,10,1,4,11,0,5,8,13,6",92898,1,4848,2
"12,3,6,9,2,7,10,13,4,11,0,5,8,1,6",92898,1,4848,2
"12,3,6,11,0,5,8,13,2,7,10,1,4,9,12",82354,0,14,14
"12,3,6,11,0,5,10,1,8,13,2,7,12,3,6",92898,1,4848,2
"12,3,6,11,0,7,10,1,4,9,2,5,8,13,6",92898,1,4848,2
"12,3,6,11,0,7,10,1,8,13,2,5,12,3,6",92898,1,4848,2
"12,3,6,11,2,5,0,9,4,13,8,11,2,7,10",92898,1,4848,2
"12,3,6,11,2,5,8,13,0,7,10,1,4,9,12",94783,1,14,14
"12,3,6,11,2,5,10,1,8,13,0,7,12,3,6",92898,1,4848,2
"12,3,6,11,2,7,10,1,8,13,0,5,12,3,6",92898,1,4848,2
"12,3,6,11,4,1,8,13,0,9,6,11,2,5,12",92898,1,4848,2
"12,3,6,11,4,1,8,13,0,9,6,11,4,7,12",92898,1,4848,2
"12,3,6,11,4,7,10,1,8,13,0,5,12,3,6",92898,1,4848,2
"12,3,6,11,4,7,10,1,8,13,2,5,12,3,6",92898,1,4848,2
"12,3,6,13,0,5,8,11,2,7,10,1,4,9,12",82832,0,14,14
"12,3,6,13,0,5,10,1,8,11,2,7,12,3,6",81839,0,12,12
"12,3,6,13,0,7,10,1,8,11,2,5,12,3,6",92898,1,4848,2
"12,3,6,13,2,5,8,11,0,7,10,1,4,9,12",92898,1,4848,2
"12,3,6,13,2,5,8,11,0,7,10,13,2,5,12",92898,1,4848,2
"12,3,6,13,2,5,10,1,8,11,0,7,12,3,6",73677,0,12,12
"12,3,6,13,2,7,10,1,4,11,0,5,12,9,6",92898,1,4848,2
"12,3,6,13,2,7,10,1,8,11,0,5,12,3,6",92898,1,4848,2
"12,3,6,13,4,7,10,1,8,11,0,5,12,3,6",92898,1,4848,2
"12,3,6,13,4,7,10,1,8,11,2,5,12,3,6",92898,1,4848,2
"12,3,6,13,10,1,8,11,0,3,6,13,2,5,8",92898,1,4848,2
"12,3,6,13,10,1,8,11,0,3,6,13,2,7,12",92898,1,4848,2
"12,3,6,13,10,1,8,11,0,7,4,13,2,5,12",92898,1,4848,2
"12,3,6,13,10,1,8,11,2,7,4,13,0,5,12",92898,1,4848,2
"12,3,6,13,10,5,0,9,4,1,8,11,2,7,12",73650,1,14,14
"12,3,8,5,10,1,6,11,0,3,8,13,4,9,6",92898,1,4848,2
"12,3,8,11,0,5,10,1,6,3,8,13,4,9,12",92898,1,4848,2
"12,3,8,11,0,5,10,1,6,13,2,7,12,3,8",92898,1,4848,2
"12,3,8,11,0,7,10,1,6,13,2,5,12,3,8",91046,1,12,12
"12,3,8,11,2,5,10,1,4,7,0,13,6,9,12",80415,1,14,14
"12,3,8,11,2,5,10,1,6,13,0,7,12,3,8",80357,0,12,12
"12,3,8,11,2,7,10,1,6,13,0,5,12,3,8",92898,1,4848,2
"12,3,8,11,2,7,10,1,6,13,0,5,12,9,4",92898,1,4848,2
"12,3,8,11,4,1,10,5,0,9,6,13,2,7,12",69489,0,14,14
"12,3,8,11,4,1,10,5,2,9,6,13,0,7,12",73628,0,14,14
"12,3,8,11,4,7,0,13,6,1,10,5,2,9,12",68349,1,14,14
"12,3,8,13,0,5,10,1,6,3,8,13,4,9,12",92898,1,4848,2
